"ensembl_gene_id"	"entrezgene_id"	"hgnc_symbol"	"gene_biotype"
"ENSG00000229953"	NA	""	"lncRNA"
"ENSG00000132688"	10763	"NES"	"protein_coding"
"ENSG00000237588"	NA	""	"lncRNA"
"ENSG00000285570"	NA	""	"lncRNA"
"ENSG00000143320"	1382	"CRABP2"	"protein_coding"
"ENSG00000223356"	NA	""	"lncRNA"
"ENSG00000143319"	81875	"ISG20L2"	"protein_coding"
"ENSG00000143303"	51093	"RRNAD1"	"protein_coding"
"ENSG00000143314"	79590	"MRPL24"	"protein_coding"
"ENSG00000232133"	NA	"IMPDH1P10"	"processed_pseudogene"
"ENSG00000226312"	65072	"CFLAR-AS1"	"lncRNA"
"ENSG00000143321"	3068	"HDGF"	"protein_coding"
"ENSG00000238829"	NA	"RNU7-45P"	"snRNA"
"ENSG00000235579"	NA	"RPL38P5"	"processed_pseudogene"
"ENSG00000234431"	NA	""	"lncRNA"
"ENSG00000003400"	843	"CASP10"	"protein_coding"
"ENSG00000143294"	5546	"PRCC"	"protein_coding"
"ENSG00000287624"	NA	""	"lncRNA"
"ENSG00000027869"	9047	"SH2D2A"	"protein_coding"
"ENSG00000265538"	100616189	"MIR4421"	"miRNA"
"ENSG00000275816"	102466656	"MIR6500"	"miRNA"
"ENSG00000204006"	284546	"C1orf185"	"protein_coding"
"ENSG00000200262"	NA	""	"misc_RNA"
"ENSG00000213478"	NA	"CFL1P2"	"processed_pseudogene"
"ENSG00000203356"	105378716	"LINC01562"	"lncRNA"
"ENSG00000227348"	NA	"MTND5P25"	"unprocessed_pseudogene"
"ENSG00000225796"	NA	"MTND4P23"	"unprocessed_pseudogene"
"ENSG00000123091"	26994	"RNF11"	"protein_coding"
"ENSG00000235318"	NA	"MTND4LP13"	"unprocessed_pseudogene"
"ENSG00000119013"	4709	"NDUFB3"	"protein_coding"
"ENSG00000233406"	NA	""	"processed_pseudogene"
"ENSG00000236434"	NA	""	"lncRNA"
"ENSG00000261664"	NA	"TTC39A-AS1"	"lncRNA"
"ENSG00000085832"	2060	"EPS15"	"protein_coding"
"ENSG00000288048"	NA	""	"lncRNA"
"ENSG00000286557"	NA	""	"lncRNA"
"ENSG00000278924"	NA	""	"TEC"
"ENSG00000226963"	NA	""	"lncRNA"
"ENSG00000232788"	101929947	"ITGA6-AS1"	"lncRNA"
"ENSG00000152527"	130271	"PLEKHH2"	"protein_coding"
"ENSG00000229695"	NA	""	"processed_pseudogene"
"ENSG00000252490"	NA	"RN7SKP66"	"misc_RNA"
"ENSG00000232027"	NA	""	"processed_pseudogene"
"ENSG00000138036"	51626	"DYNC2LI1"	"protein_coding"
"ENSG00000206595"	NA	"RNU6-877P"	"snRNA"
"ENSG00000238140"	NA	""	"lncRNA"
"ENSG00000252032"	NA	"RNU6-1281P"	"snRNA"
"ENSG00000229376"	NA	"CICP3"	"processed_pseudogene"
"ENSG00000228327"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000223181"	NA	"RNU6-1199P"	"snRNA"
"ENSG00000229905"	NA	""	"lncRNA"
"ENSG00000237491"	105378580	"LINC01409"	"lncRNA"
"ENSG00000285268"	NA	""	"transcribed_processed_pseudogene"
"ENSG00000230092"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000177757"	400728	"FAM87B"	"lncRNA"
"ENSG00000228794"	643837	"LINC01128"	"lncRNA"
"ENSG00000138075"	64240	"ABCG5"	"protein_coding"
"ENSG00000225880"	79854	"LINC00115"	"lncRNA"
"ENSG00000288531"	107984850	""	"lncRNA"
"ENSG00000230368"	284593	"FAM41C"	"lncRNA"
"ENSG00000234711"	NA	"TUBB8P11"	"unprocessed_pseudogene"
"ENSG00000283040"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000217801"	100288175	""	"transcribed_unprocessed_pseudogene"
"ENSG00000143921"	64241	"ABCG8"	"protein_coding"
"ENSG00000273443"	NA	""	"lncRNA"
"ENSG00000237330"	401934	"RNF223"	"protein_coding"
"ENSG00000131591"	54991	"C1orf159"	"protein_coding"
"ENSG00000200924"	NA	"RNU6-1048P"	"snRNA"
"ENSG00000264047"	NA	"RN7SL455P"	"misc_RNA"
"ENSG00000219391"	NA	""	"processed_pseudogene"
"ENSG00000252599"	NA	"RNU6-566P"	"snRNA"
"ENSG00000224637"	NA	"PDSS1P2"	"unprocessed_pseudogene"
"ENSG00000273106"	NA	"PPM1B-DT"	"lncRNA"
"ENSG00000223658"	728819	"C1GALT1C1L"	"protein_coding"
"ENSG00000233579"	NA	"KRT8P15"	"processed_pseudogene"
"ENSG00000138442"	55759	"WDR12"	"protein_coding"
"ENSG00000138380"	79800	"CARF"	"protein_coding"
"ENSG00000285812"	NA	""	"lncRNA"
"ENSG00000223823"	254099	"LINC01342"	"lncRNA"
"ENSG00000207730"	406984	"MIR200B"	"miRNA"
"ENSG00000207607"	406983	"MIR200A"	"miRNA"
"ENSG00000198976"	554210	"MIR429"	"miRNA"
"ENSG00000272141"	NA	""	"lncRNA"
"ENSG00000205231"	100506376	"TTLL10-AS1"	"lncRNA"
"ENSG00000085831"	22996	"TTC39A"	"protein_coding"
"ENSG00000232479"	NA	"KRT8P52"	"processed_pseudogene"
"ENSG00000270664"	NA	""	"processed_pseudogene"
"ENSG00000232994"	NA	"RPL7P14"	"processed_pseudogene"
"ENSG00000202059"	NA	""	"snoRNA"
"ENSG00000228513"	NA	""	"processed_pseudogene"
"ENSG00000225124"	NA	"RPL23AP36"	"processed_pseudogene"
"ENSG00000204196"	NA	"RPL12P16"	"transcribed_processed_pseudogene"
"ENSG00000138095"	10128	"LRPPRC"	"protein_coding"
"ENSG00000239794"	NA	"RN7SL653P"	"misc_RNA"
"ENSG00000187634"	148398	"SAMD11"	"protein_coding"
"ENSG00000156875"	64645	"MFSD14A"	"protein_coding"
"ENSG00000241073"	NA	""	"lncRNA"
"ENSG00000156876"	163786	"SASS6"	"protein_coding"
"ENSG00000226952"	NA	""	"processed_pseudogene"
"ENSG00000122435"	54482	"TRMT13"	"protein_coding"
"ENSG00000122477"	127495	"LRRC39"	"protein_coding"
"ENSG00000137992"	1629	"DBT"	"protein_coding"
"ENSG00000288707"	NA	""	"lncRNA"
"ENSG00000229498"	NA	""	"lncRNA"
"ENSG00000252321"	NA	"RN7SKP83"	"misc_RNA"
"ENSG00000271415"	NA	"RPL23AP90"	"processed_pseudogene"
"ENSG00000225169"	NA	"BRI3P1"	"processed_pseudogene"
"ENSG00000285530"	NA	""	"lncRNA"
"ENSG00000230287"	NA	""	"processed_pseudogene"
"ENSG00000224616"	NA	"RTCA-AS1"	"lncRNA"
"ENSG00000115525"	8869	"ST3GAL5"	"protein_coding"
"ENSG00000137996"	8634	"RTCA"	"protein_coding"
"ENSG00000207750"	693138	"MIR553"	"miRNA"
"ENSG00000137948"	676	"BRDT"	"protein_coding"
"ENSG00000121774"	10657	"KHDRBS1"	"protein_coding"
"ENSG00000232504"	NA	"ST3GAL5-AS1"	"lncRNA"
"ENSG00000203325"	NA	""	"lncRNA"
"ENSG00000121775"	55116	"TMEM39B"	"protein_coding"
"ENSG00000068654"	25885	"POLR1A"	"protein_coding"
"ENSG00000266203"	100847018	"MIR5585"	"miRNA"
"ENSG00000276493"	NA	""	"misc_RNA"
"ENSG00000025800"	23633	"KPNA6"	"protein_coding"
"ENSG00000160050"	79140	"CCDC28B"	"protein_coding"
"ENSG00000226681"	NA	""	"lncRNA"
"ENSG00000115232"	3676	"ITGA4"	"protein_coding"
"ENSG00000231346"	NA	"LINC01160"	"lncRNA"
"ENSG00000064703"	11218	"DDX20"	"protein_coding"
"ENSG00000234595"	NA	""	"lncRNA"
"ENSG00000225570"	NA	""	"lncRNA"
"ENSG00000223873"	NA	"SAP18P2"	"processed_pseudogene"
"ENSG00000221023"	NA	"RNU6ATAC19P"	"snRNA"
"ENSG00000232508"	NA	"MRPL45P1"	"processed_pseudogene"
"ENSG00000283262"	NA	""	"snRNA"
"ENSG00000212133"	NA	"RNU6-1168P"	"snRNA"
"ENSG00000252395"	NA	"RNU6-1007P"	"snRNA"
"ENSG00000224291"	NA	"RPL38P6"	"processed_pseudogene"
"ENSG00000214336"	344167	"FOXI3"	"protein_coding"
"ENSG00000172073"	200523	"TEX37"	"protein_coding"
"ENSG00000225420"	101928371	""	"lncRNA"
"ENSG00000234028"	NA	"EIF2AK3-DT"	"lncRNA"
"ENSG00000122406"	6125	"RPL5"	"protein_coding"
"ENSG00000153574"	22934	"RPIA"	"protein_coding"
"ENSG00000230006"	645784	"ANKRD36BP2"	"transcribed_unprocessed_pseudogene"
"ENSG00000283270"	NA	"MALLP2"	"transcribed_unprocessed_pseudogene"
"ENSG00000240040"	NA	""	"lncRNA"
"ENSG00000265510"	100616399	"MIR4436A"	"miRNA"
"ENSG00000211592"	NA	"IGKC"	"IG_C_gene"
"ENSG00000154511"	388650	"DIPK1A"	"protein_coding"
"ENSG00000211593"	NA	"IGKJ5"	"IG_J_gene"
"ENSG00000211594"	NA	"IGKJ4"	"IG_J_gene"
"ENSG00000211595"	NA	"IGKJ3"	"IG_J_gene"
"ENSG00000211596"	NA	"IGKJ2"	"IG_J_gene"
"ENSG00000211597"	NA	"IGKJ1"	"IG_J_gene"
"ENSG00000211598"	NA	"IGKV4-1"	"IG_V_gene"
"ENSG00000206680"	6083	"SNORD21"	"snoRNA"
"ENSG00000087338"	64395	"GMCL1"	"protein_coding"
"ENSG00000207523"	26782	"SNORA66"	"snoRNA"
"ENSG00000207022"	NA	""	"snoRNA"
"ENSG00000229052"	NA	""	"transcribed_processed_pseudogene"
"ENSG00000252121"	NA	"RNU6-970P"	"snRNA"
"ENSG00000239710"	NA	"RN7SL692P"	"misc_RNA"
"ENSG00000287797"	NA	""	"lncRNA"
"ENSG00000252752"	NA	"RNU6-210P"	"snRNA"
"ENSG00000222664"	NA	"RN7SKP123"	"misc_RNA"
"ENSG00000251837"	NA	""	"misc_RNA"
"ENSG00000143033"	22823	"MTF2"	"protein_coding"
"ENSG00000275381"	NA	""	"processed_pseudogene"
"ENSG00000270723"	NA	"RPL23AP92"	"processed_pseudogene"
"ENSG00000124380"	11017	"SNRNP27"	"protein_coding"
"ENSG00000059728"	4084	"MXD1"	"protein_coding"
"ENSG00000263669"	NA	"RN7SL470P"	"misc_RNA"
"ENSG00000169564"	5093	"PCBP1"	"protein_coding"
"ENSG00000233060"	NA	""	"lncRNA"
"ENSG00000225392"	NA	"MRPL36P1"	"processed_pseudogene"
"ENSG00000231327"	100133985	"LINC01816"	"lncRNA"
"ENSG00000115998"	54980	"C2orf42"	"protein_coding"
"ENSG00000235432"	NA	""	"unprocessed_pseudogene"
"ENSG00000189410"	400745	"SH2D5"	"protein_coding"
"ENSG00000233069"	NA	""	"lncRNA"
"ENSG00000127483"	50809	"HP1BP3"	"protein_coding"
"ENSG00000116001"	7072	"TIA1"	"protein_coding"
"ENSG00000251914"	NA	"RNU7-200P"	"snRNA"
"ENSG00000221808"	100302155	"MIR1256"	"miRNA"
"ENSG00000233072"	NA	"RPS15AP6"	"processed_pseudogene"
"ENSG00000236073"	NA	""	"processed_pseudogene"
"ENSG00000235112"	NA	"HSPE1P27"	"processed_pseudogene"
"ENSG00000287192"	NA	""	"lncRNA"
"ENSG00000117298"	1889	"ECE1"	"protein_coding"
"ENSG00000221238"	100302268	"MIR1285-2"	"miRNA"
"ENSG00000231414"	NA	"RPL39P15"	"processed_pseudogene"
"ENSG00000179818"	400960	"PCBP1-AS1"	"lncRNA"
"ENSG00000236936"	NA	""	"lncRNA"
"ENSG00000231105"	100506801	"ECE1-AS1"	"lncRNA"
"ENSG00000143502"	55061	"SUSD4"	"protein_coding"
"ENSG00000251789"	NA	"RNU4-57P"	"snRNA"
"ENSG00000178395"	164127	"CCDC185"	"protein_coding"
"ENSG00000206835"	NA	"RNU1-74P"	"snRNA"
"ENSG00000162620"	127255	"LRRIQ3"	"protein_coding"
"ENSG00000116783"	51086	"TNNI3K"	"protein_coding"
"ENSG00000237324"	NA	""	"lncRNA"
"ENSG00000233894"	NA	""	"lncRNA"
"ENSG00000162621"	105378803	"LRRC53"	"protein_coding"
"ENSG00000178965"	127254	"ERICH3"	"protein_coding"
"ENSG00000234497"	101927320	"ERICH3-AS1"	"lncRNA"
"ENSG00000272864"	NA	""	"lncRNA"
"ENSG00000116791"	1429	"CRYZ"	"protein_coding"
"ENSG00000162623"	127253	"TYW3"	"protein_coding"
"ENSG00000259030"	100526835	"FPGT-TNNI3K"	"protein_coding"
"ENSG00000224553"	NA	"RPS26P20"	"processed_pseudogene"
"ENSG00000115827"	80067	"DCAF17"	"protein_coding"
"ENSG00000228507"	NA	"DAP3P2"	"processed_pseudogene"
"ENSG00000234061"	NA	""	"processed_pseudogene"
"ENSG00000233762"	NA	"RPS15P4"	"processed_pseudogene"
"ENSG00000071967"	79901	"CYBRD1"	"protein_coding"
"ENSG00000237651"	339804	"C2orf74"	"protein_coding"
"ENSG00000259961"	NA	""	"lncRNA"
"ENSG00000215909"	NA	"BRWD1P1"	"processed_pseudogene"
"ENSG00000222952"	NA	"RNA5SP41"	"rRNA_pseudogene"
"ENSG00000237445"	NA	""	"lncRNA"
"ENSG00000253085"	NA	""	"scaRNA"
"ENSG00000199352"	100169751	"RNA5S1"	"rRNA"
"ENSG00000201588"	100169753	"RNA5S2"	"rRNA"
"ENSG00000199337"	100169754	"RNA5S3"	"rRNA"
"ENSG00000199337"	100169763	"RNA5S3"	"rRNA"
"ENSG00000200381"	100169755	"RNA5S4"	"rRNA"
"ENSG00000199396"	100169756	"RNA5S5"	"rRNA"
"ENSG00000200624"	100169757	"RNA5S6"	"rRNA"
"ENSG00000202521"	100169758	"RNA5S7"	"rRNA"
"ENSG00000200343"	100169759	"RNA5S8"	"rRNA"
"ENSG00000201321"	100169760	"RNA5S9"	"rRNA"
"ENSG00000199910"	100169761	"RNA5S10"	"rRNA"
"ENSG00000199334"	100169762	"RNA5S11"	"rRNA"
"ENSG00000199270"	100169763	"RNA5S12"	"rRNA"
"ENSG00000202526"	100169764	"RNA5S13"	"rRNA"
"ENSG00000201355"	100169765	"RNA5S14"	"rRNA"
"ENSG00000201925"	100169766	"RNA5S15"	"rRNA"
"ENSG00000202257"	100169767	"RNA5S16"	"rRNA"
"ENSG00000200370"	100169768	"RNA5S17"	"rRNA"
"ENSG00000212237"	NA	"RNA5SP18"	"rRNA_pseudogene"
"ENSG00000183929"	NA	"DUSP5P1"	"processed_pseudogene"
"ENSG00000206878"	NA	""	"snoRNA"
"ENSG00000124356"	10617	"STAMBP"	"protein_coding"
"ENSG00000154358"	84033	"OBSCN"	"protein_coding"
"ENSG00000123612"	130399	"ACVR1C"	"protein_coding"
"ENSG00000234584"	NA	""	"lncRNA"
"ENSG00000115170"	90	"ACVR1"	"protein_coding"
"ENSG00000263464"	653598	"PPIAL4C"	"protein_coding"
"ENSG00000277147"	57234	"LINC00869"	"transcribed_unprocessed_pseudogene"
"ENSG00000277147"	388692	"LINC00869"	"transcribed_unprocessed_pseudogene"
"ENSG00000284964"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000275557"	NA	""	"lncRNA"
"ENSG00000206828"	NA	"RNVU1-30"	"snRNA"
"ENSG00000284842"	NA	"FAM91A2P"	"transcribed_processed_pseudogene"
"ENSG00000234232"	NA	"PDE4DIPP7"	"transcribed_unprocessed_pseudogene"
"ENSG00000275229"	NA	"RNU1-68P"	"snRNA"
"ENSG00000226500"	NA	""	"processed_pseudogene"
"ENSG00000203814"	440689	"H2BC18"	"protein_coding"
"ENSG00000233030"	NA	""	"lncRNA"
"ENSG00000183598"	653604	"H3C13"	"protein_coding"
"ENSG00000270882"	8370	"H4C14"	"protein_coding"
"ENSG00000203811"	126961	"H3C14"	"protein_coding"
"ENSG00000203812"	8337	"H2AC18"	"protein_coding"
"ENSG00000220323"	NA	"H2BC19P"	"transcribed_unprocessed_pseudogene"
"ENSG00000261716"	NA	"H2BC20P"	"transcribed_unprocessed_pseudogene"
"ENSG00000272196"	723790	"H2AC19"	"protein_coding"
"ENSG00000203852"	333932	"H3C15"	"protein_coding"
"ENSG00000270276"	554313	"H4C15"	"protein_coding"
"ENSG00000264207"	NA	""	"lncRNA"
"ENSG00000184678"	8349	"H2BC21"	"protein_coding"
"ENSG00000184260"	8338	"H2AC20"	"protein_coding"
"ENSG00000184270"	317772	"H2AC21"	"protein_coding"
"ENSG00000178096"	51027	"BOLA1"	"protein_coding"
"ENSG00000159164"	9900	"SV2A"	"protein_coding"
"ENSG00000270557"	NA	""	"lncRNA"
"ENSG00000251980"	NA	"RNU6-436P"	"snRNA"
"ENSG00000271320"	NA	""	"lncRNA"
"ENSG00000174279"	344191	"EVX2"	"protein_coding"
"ENSG00000128714"	3239	"HOXD13"	"protein_coding"
"ENSG00000143368"	10262	"SF3B4"	"protein_coding"
"ENSG00000170178"	3238	"HOXD12"	"protein_coding"
"ENSG00000128713"	3237	"HOXD11"	"protein_coding"
"ENSG00000128710"	3236	"HOXD10"	"protein_coding"
"ENSG00000150337"	2209	"FCGR1A"	"protein_coding"
"ENSG00000237380"	NA	"HOXD-AS2"	"lncRNA"
"ENSG00000128709"	3235	"HOXD9"	"protein_coding"
"ENSG00000175879"	3234	"HOXD8"	"protein_coding"
"ENSG00000224228"	NA	""	"lncRNA"
"ENSG00000227177"	NA	"AIMP1P2"	"processed_pseudogene"
"ENSG00000224000"	NA	""	"lncRNA"
"ENSG00000231333"	NA	"RPL34P6"	"processed_pseudogene"
"ENSG00000170128"	2848	"GPR25"	"protein_coding"
"ENSG00000207744"	406903	"MIR10B"	"miRNA"
"ENSG00000163362"	55765	"INAVA"	"protein_coding"
"ENSG00000170166"	3233	"HOXD4"	"protein_coding"
"ENSG00000224189"	401022	"HAGLR"	"lncRNA"
"ENSG00000233217"	NA	"MROH3P"	"transcribed_unitary_pseudogene"
"ENSG00000272729"	NA	""	"lncRNA"
"ENSG00000226363"	NA	"HAGLROS"	"lncRNA"
"ENSG00000128645"	3231	"HOXD1"	"protein_coding"
"ENSG00000201032"	NA	"RNU6-704P"	"snRNA"
"ENSG00000283880"	102465802	"MIR7704"	"miRNA"
"ENSG00000279160"	NA	""	"TEC"
"ENSG00000116852"	23046	"KIF21B"	"protein_coding"
"ENSG00000218175"	NA	""	"processed_pseudogene"
"ENSG00000230384"	NA	"RPSAP25"	"processed_pseudogene"
"ENSG00000128652"	3232	"HOXD3"	"protein_coding"
"ENSG00000158417"	9669	"EIF5B"	"protein_coding"
"ENSG00000144218"	3899	"AFF3"	"protein_coding"
"ENSG00000229191"	NA	""	"lncRNA"
"ENSG00000234132"	NA	""	"lncRNA"
"ENSG00000116857"	252839	"TMEM9"	"protein_coding"
"ENSG00000170500"	164832	"LONRF2"	"protein_coding"
"ENSG00000269383"	NA	"CYCSP7"	"processed_pseudogene"
"ENSG00000270699"	NA	""	"processed_pseudogene"
"ENSG00000115526"	9486	"CHST10"	"protein_coding"
"ENSG00000163395"	91156	"IGFN1"	"protein_coding"
"ENSG00000238029"	NA	"RALBP1P2"	"processed_pseudogene"
"ENSG00000223923"	105373878	"TNS1-AS1"	"lncRNA"
"ENSG00000127824"	7277	"TUBA4A"	"protein_coding"
"ENSG00000229821"	NA	""	"lncRNA"
"ENSG00000081248"	779	"CACNA1S"	"protein_coding"
"ENSG00000135924"	3300	"DNAJB2"	"protein_coding"
"ENSG00000276828"	NA	""	"unprocessed_pseudogene"
"ENSG00000138381"	54529	"ASNSD1"	"protein_coding"
"ENSG00000226970"	NA	"NEDD8P1"	"processed_pseudogene"
"ENSG00000286053"	110599588	"ASDURF"	"protein_coding"
"ENSG00000199959"	NA	""	"snoRNA"
"ENSG00000203943"	148418	"SAMD13"	"protein_coding"
"ENSG00000286165"	NA	""	"protein_coding"
"ENSG00000128694"	64172	"OSGEPL1"	"protein_coding"
"ENSG00000249237"	NA	""	"transcribed_unitary_pseudogene"
"ENSG00000240520"	NA	"UOX"	"transcribed_unitary_pseudogene"
"ENSG00000253559"	NA	"OSGEPL1-AS1"	"lncRNA"
"ENSG00000273240"	NA	""	"lncRNA"
"ENSG00000128699"	94101	"ORMDL1"	"protein_coding"
"ENSG00000285361"	NA	""	"lncRNA"
"ENSG00000228153"	NA	""	"lncRNA"
"ENSG00000252650"	NA	"RNA5SP75"	"rRNA_pseudogene"
"ENSG00000251861"	NA	""	"scaRNA"
"ENSG00000287197"	NA	""	"lncRNA"
"ENSG00000229657"	NA	""	"processed_pseudogene"
"ENSG00000174529"	388730	"TMEM81"	"protein_coding"
"ENSG00000271580"	NA	""	"processed_pseudogene"
"ENSG00000116984"	4548	"MTR"	"protein_coding"
"ENSG00000151687"	150709	"ANKAR"	"protein_coding"
"ENSG00000201308"	NA	"RNU6-512P"	"snRNA"
"ENSG00000207654"	406915	"MIR128-1"	"miRNA"
"ENSG00000144224"	23190	"UBXN4"	"protein_coding"
"ENSG00000227496"	NA	""	"lncRNA"
"ENSG00000226349"	NA	""	"lncRNA"
"ENSG00000223306"	NA	"RNU6-1304P"	"snRNA"
"ENSG00000143742"	6726	"SRP9"	"protein_coding"
"ENSG00000115850"	3938	"LCT"	"protein_coding"
"ENSG00000234112"	NA	""	"processed_pseudogene"
"ENSG00000242861"	NA	""	"lncRNA"
"ENSG00000200664"	NA	""	"misc_RNA"
"ENSG00000196187"	9725	"TMEM63A"	"protein_coding"
"ENSG00000226806"	100507600	"LCT-AS1"	"lncRNA"
"ENSG00000048991"	23518	"R3HDM1"	"protein_coding"
"ENSG00000243709"	10637	"LEFTY1"	"protein_coding"
"ENSG00000255835"	NA	""	"protein_coding"
"ENSG00000143811"	29920	"PYCR2"	"protein_coding"
"ENSG00000284519"	102466270	"MIR6741"	"miRNA"
"ENSG00000248322"	NA	""	"lncRNA"
"ENSG00000143768"	7044	"LEFTY2"	"protein_coding"
"ENSG00000213032"	NA	"NDUFA3P3"	"processed_pseudogene"
"ENSG00000143819"	2052	"EPHX1"	"protein_coding"
"ENSG00000178586"	150681	"OR6B3"	"protein_coding"
"ENSG00000212391"	NA	""	"snoRNA"
"ENSG00000169047"	3667	"IRS1"	"protein_coding"
"ENSG00000272622"	NA	""	"lncRNA"
"ENSG00000261379"	NA	""	"lncRNA"
"ENSG00000144468"	84236	"RHBDD1"	"protein_coding"
"ENSG00000120948"	23435	"TARDBP"	"protein_coding"
"ENSG00000169031"	1285	"COL4A3"	"protein_coding"
"ENSG00000236432"	NA	"MFF-DT"	"lncRNA"
"ENSG00000168958"	56947	"MFF"	"protein_coding"
"ENSG00000009724"	10747	"MASP2"	"protein_coding"
"ENSG00000116649"	6723	"SRM"	"protein_coding"
"ENSG00000171824"	5394	"EXOSC10"	"protein_coding"
"ENSG00000168955"	79853	"TM4SF20"	"protein_coding"
"ENSG00000284629"	NA	"SCYGR1"	"protein_coding"
"ENSG00000284092"	100847081	"MIR5703"	"miRNA"
"ENSG00000173744"	3267	"AGFG1"	"protein_coding"
"ENSG00000226849"	NA	""	"lncRNA"
"ENSG00000230337"	105376736	"EXOSC10-AS1"	"lncRNA"
"ENSG00000225602"	100873935	"MTOR-AS1"	"lncRNA"
"ENSG00000253086"	NA	"RNU6-537P"	"snRNA"
"ENSG00000231953"	NA	""	"lncRNA"
"ENSG00000117614"	25949	"SYF2"	"protein_coding"
"ENSG00000284602"	NA	""	"lncRNA"
"ENSG00000284657"	NA	""	"lncRNA"
"ENSG00000117616"	57035	"RSRP1"	"protein_coding"
"ENSG00000079308"	7145	"TNS1"	"protein_coding"
"ENSG00000272432"	NA	""	"lncRNA"
"ENSG00000261349"	NA	""	"unprocessed_pseudogene"
"ENSG00000187010"	6007	"RHD"	"protein_coding"
"ENSG00000143970"	55252	"ASXL2"	"protein_coding"
"ENSG00000187536"	NA	"TPM3P7"	"processed_pseudogene"
"ENSG00000217643"	NA	"PTGES3P2"	"processed_pseudogene"
"ENSG00000218682"	NA	""	"processed_pseudogene"
"ENSG00000217718"	NA	"NDUFB4P4"	"processed_pseudogene"
"ENSG00000084731"	3797	"KIF3C"	"protein_coding"
"ENSG00000237629"	NA	"UQCRHP2"	"processed_pseudogene"
"ENSG00000268412"	NA	"TRMT112P6"	"processed_pseudogene"
"ENSG00000084733"	10890	"RAB10"	"protein_coding"
"ENSG00000199872"	NA	"RNU6-942P"	"snRNA"
"ENSG00000235440"	NA	"RPS2P15"	"processed_pseudogene"
"ENSG00000231655"	NA	"EMP2P1"	"processed_pseudogene"
"ENSG00000214465"	NA	"SMARCE1P6"	"processed_pseudogene"
"ENSG00000227133"	NA	""	"processed_pseudogene"
"ENSG00000237951"	NA	"PPIL1P1"	"processed_pseudogene"
"ENSG00000157833"	150946	"GAREM2"	"protein_coding"
"ENSG00000135931"	80210	"ARMC9"	"protein_coding"
"ENSG00000224183"	NA	"SDHDP6"	"processed_pseudogene"
"ENSG00000259984"	NA	""	"unprocessed_pseudogene"
"ENSG00000183726"	23585	"TMEM50A"	"protein_coding"
"ENSG00000188672"	6006	"RHCE"	"protein_coding"
"ENSG00000115138"	5443	"POMC"	"protein_coding"
"ENSG00000230452"	106144568	"LINC01381"	"lncRNA"
"ENSG00000119772"	1788	"DNMT3A"	"protein_coding"
"ENSG00000081052"	1286	"COL4A4"	"protein_coding"
"ENSG00000215023"	NA	""	"lncRNA"
"ENSG00000224272"	NA	""	"lncRNA"
"ENSG00000204099"	129807	"NEU4"	"protein_coding"
"ENSG00000235151"	NA	""	"lncRNA"
"ENSG00000188389"	5133	"PDCD1"	"protein_coding"
"ENSG00000188011"	285093	"RTP5"	"protein_coding"
"ENSG00000233806"	101927289	"LINC01237"	"lncRNA"
"ENSG00000216921"	285095	"FAM240C"	"protein_coding"
"ENSG00000237940"	102723927	"LINC01238"	"lncRNA"
"ENSG00000280119"	285097	""	"TEC"
"ENSG00000226423"	NA	""	"lncRNA"
"ENSG00000287971"	NA	""	"lncRNA"
"ENSG00000232002"	105373979	"LINC01880"	"lncRNA"
"ENSG00000261186"	102723927	"LINC01238"	"lncRNA"
"ENSG00000220804"	NA	"LINC01881"	"transcribed_unprocessed_pseudogene"
"ENSG00000238084"	NA	""	"processed_pseudogene"
"ENSG00000224160"	NA	"CICP10"	"processed_pseudogene"
"ENSG00000244528"	NA	"SEPTIN14P2"	"processed_pseudogene"
"ENSG00000271153"	NA	"RPL23AP88"	"transcribed_processed_pseudogene"
"ENSG00000204178"	55219	"MACO1"	"protein_coding"
"ENSG00000224132"	NA	""	"lncRNA"
"ENSG00000222022"	NA	""	"lncRNA"
"ENSG00000222032"	NA	""	"lncRNA"
"ENSG00000277842"	102465486	"MIR6811"	"miRNA"
"ENSG00000163359"	1293	"COL6A3"	"protein_coding"
"ENSG00000198860"	116461	"TSEN15"	"protein_coding"
"ENSG00000286655"	NA	""	"lncRNA"
"ENSG00000199840"	NA	""	"misc_RNA"
"ENSG00000160838"	149499	"LRRC71"	"protein_coding"
"ENSG00000211581"	768220	"MIR765"	"miRNA"
"ENSG00000266160"	NA	"RN7SL612P"	"misc_RNA"
"ENSG00000198400"	4914	"NTRK1"	"protein_coding"
"ENSG00000175084"	1674	"DES"	"protein_coding"
"ENSG00000155816"	56776	"FMN2"	"protein_coding"
"ENSG00000136531"	6326	"SCN2A"	"protein_coding"
"ENSG00000252317"	NA	""	"misc_RNA"
"ENSG00000233519"	NA	""	"lncRNA"
"ENSG00000180875"	64388	"GREM2"	"protein_coding"
"ENSG00000224359"	NA	""	"lncRNA"
"ENSG00000226014"	NA	""	"processed_pseudogene"
"ENSG00000231440"	NA	""	"lncRNA"
"ENSG00000228844"	NA	""	"processed_pseudogene"
"ENSG00000251750"	NA	"RNU5F-8P"	"snRNA"
"ENSG00000234872"	NA	""	"processed_pseudogene"
